pdf_filename,pdf_title_guess,used_ocr,match_rank,match_score,paperId,excel_title
Copy of Multi-View Clustering via Canonical Correlation Analysis.pdf,Multi-View Clustering via Canonical Correlation Analysis,False,5,46.774193548387096,ed7c7c079c8c54d3b82e016cc52a7a2c3a61f237,Efficient projections onto the l1-ball for learning in high dimensions
Copy of NeurIPS-2018-hierarchical-graph-representation-learning-with-differentiable-pooling-Paper.pdf,Hierarchical Graph Representation Learning with Differentiable Pooling,False,1,100.0,d18b48f77eb5c517a6d2c1fa434d2952a1b0a825,Hierarchical Graph Representation Learning with Differentiable Pooling
Copy of NeurIPS-2018-hierarchical-graph-representation-learning-with-differentiable-pooling-Paper.pdf,Hierarchical Graph Representation Learning with Differentiable Pooling,False,2,62.18487394957983,39b7007e6f3dd0744833f292f07ed77973503bfd,Data-Efficient Hierarchical Reinforcement Learning
Copy of NeurIPS-2018-hierarchical-graph-representation-learning-with-differentiable-pooling-Paper.pdf,Hierarchical Graph Representation Learning with Differentiable Pooling,False,3,60.8187134502924,1e80f755bcbf10479afd2338cec05211fdbd325c,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations
Copy of NeurIPS-2018-hierarchical-graph-representation-learning-with-differentiable-pooling-Paper.pdf,Hierarchical Graph Representation Learning with Differentiable Pooling,False,4,60.13986013986014,cd10a147c94ecba92c8a400aa0fd04f912b4900c,Exploring Large Feature Spaces with Hierarchical Multiple Kernel Learning
Copy of NeurIPS-2018-hierarchical-graph-representation-learning-with-differentiable-pooling-Paper.pdf,Hierarchical Graph Representation Learning with Differentiable Pooling,False,5,59.25925925925926,8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning
Copy of 1808.06601v2.pdf,arXiv:1808.06601v2 [cs.CV] 3 Dec 2018,False,1,28.94736842105263,b32de117302258dd29919435cd001a8bcdfee3b3,Replicated Softmax: an Undirected Topic Model
Copy of 1808.06601v2.pdf,arXiv:1808.06601v2 [cs.CV] 3 Dec 2018,False,2,26.829268292682926,800683edc4b24f61c985c025bab02e34ebff293b,Nonrigid Structure from Motion in Trajectory Space
Copy of 1808.06601v2.pdf,arXiv:1808.06601v2 [cs.CV] 3 Dec 2018,False,3,26.37362637362638,6e4fd9b4b2b673c981cda528d8039a221ad35225,NAS-Bench-101: Towards Reproducible Neural Architecture Search
Copy of 1808.06601v2.pdf,arXiv:1808.06601v2 [cs.CV] 3 Dec 2018,False,4,26.086956521739125,a188d2ac0d10bdd4d4a04c92cdc76523e11c155c,Privacy-preserving logistic regression
Copy of 1808.06601v2.pdf,arXiv:1808.06601v2 [cs.CV] 3 Dec 2018,False,5,25.714285714285708,3137bc367c61c0e507a5e3c1f8caeb26f292d79f,Measuring Invariances in Deep Networks
Copy of NIPS-2009-replicated-softmax-an-undirected-topic-model-Paper.pdf,Replicated Softmax: an Undirected Topic Model,False,1,100.0,b32de117302258dd29919435cd001a8bcdfee3b3,Replicated Softmax: an Undirected Topic Model
Copy of NIPS-2009-replicated-softmax-an-undirected-topic-model-Paper.pdf,Replicated Softmax: an Undirected Topic Model,False,2,47.05882352941177,1c71771c701aadfd72c5866170a9f5d71464bb88,Unified Language Model Pre-training for Natural Language Understanding and Generation
Copy of NIPS-2009-replicated-softmax-an-undirected-topic-model-Paper.pdf,Replicated Softmax: an Undirected Topic Model,False,3,45.833333333333336,08d0ea90b53aba0008d25811268fe46562cfb38c,On the quantitative analysis of deep belief networks
Copy of NIPS-2009-replicated-softmax-an-undirected-topic-model-Paper.pdf,Replicated Softmax: an Undirected Topic Model,False,4,45.56962025316456,2f041bde7e1968427b09ce428116b21152c7e715,Evaluation methods for topic models
Copy of NIPS-2009-replicated-softmax-an-undirected-topic-model-Paper.pdf,Replicated Softmax: an Undirected Topic Model,False,5,43.13725490196079,1e826f01d02a8d514b8a687932d228781243496e,An accelerated gradient method for trace norm minimization
Nonparametric Latent Feature Models.pdf,Nonparametric Latent Feature Models for Link Prediction,False,1,100.0,4e07791ee0872401215f12aefde342bd843240cc,Nonparametric Latent Feature Models for Link Prediction
Nonparametric Latent Feature Models.pdf,Nonparametric Latent Feature Models for Link Prediction,False,2,57.77777777777778,2f041bde7e1968427b09ce428116b21152c7e715,Evaluation methods for topic models
Nonparametric Latent Feature Models.pdf,Nonparametric Latent Feature Models for Link Prediction,False,3,51.908396946564885,ae6e206c8c2994e04c3fdc5bd97d81fdd0f27493,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization"
Nonparametric Latent Feature Models.pdf,Nonparametric Latent Feature Models for Link Prediction,False,4,50.57471264367816,cc97aae9c1bc35e01a737aa4bf5fa4677505ec44,Deflation Methods for Sparse PCA
Nonparametric Latent Feature Models.pdf,Nonparametric Latent Feature Models for Link Prediction,False,5,50.43478260869565,a9ba0f45b97b3c5c261efb52d5e33490b60cbe10,Translated Learning: Transfer Learning across Different Feature Spaces
Copy of 1390156.1390191.pdf,Efﬁcient Projections onto the -Ball for Learning in High Dimensions ℓ,False,1,89.55223880597015,ed7c7c079c8c54d3b82e016cc52a7a2c3a61f237,Efficient projections onto the l1-ball for learning in high dimensions
Copy of 1390156.1390191.pdf,Efﬁcient Projections onto the -Ball for Learning in High Dimensions ℓ,False,2,59.25925925925926,8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning
Copy of 1390156.1390191.pdf,Efﬁcient Projections onto the -Ball for Learning in High Dimensions ℓ,False,3,54.54545454545455,77e379fd57ea44638fc628623e383eccada82689,Kernel Methods for Deep Learning
Copy of 1390156.1390191.pdf,Efﬁcient Projections onto the -Ball for Learning in High Dimensions ℓ,False,4,53.333333333333336,d18b48f77eb5c517a6d2c1fa434d2952a1b0a825,Hierarchical Graph Representation Learning with Differentiable Pooling
Copy of 1390156.1390191.pdf,Efﬁcient Projections onto the -Ball for Learning in High Dimensions ℓ,False,5,53.211009174311926,cf80cc34528273d8fbe17783efe802a6509e1562,Online dictionary learning for sparse coding
Copy of pham18a.pdf,Efﬁcient Neural Architecture Search via Parameter Sharing,False,1,98.24561403508773,fe9b8aac9fa3bfd9724db5a881a578e471e612d7,Efficient Neural Architecture Search via Parameter Sharing
Copy of pham18a.pdf,Efﬁcient Neural Architecture Search via Parameter Sharing,False,2,63.41463414634146,6e4fd9b4b2b673c981cda528d8039a221ad35225,NAS-Bench-101: Towards Reproducible Neural Architecture Search
Copy of pham18a.pdf,Efﬁcient Neural Architecture Search via Parameter Sharing,False,3,53.691275167785236,ccb1bafdae68c635cbd30d49fda7dbf88a3ce1b6,Learning Overparameterized Neural Networks via Stochastic Gradient Descent on Structured Data
Copy of pham18a.pdf,Efﬁcient Neural Architecture Search via Parameter Sharing,False,4,51.94805194805195,57458bc1cffe5caa45a885af986d70f723f406b4,A unified architecture for natural language processing:deep neural networks with multitask learning
Copy of pham18a.pdf,Efﬁcient Neural Architecture Search via Parameter Sharing,False,5,50.450450450450454,4e07791ee0872401215f12aefde342bd843240cc,Nonparametric Latent Feature Models for Link Prediction
Copy of NeurIPS-2019-adversarial-training-for-free-Paper.pdf,Adversarial Training for Free!,False,1,100.0,c92be891c5f8f0f60b6de206364f9a744612d1e8,Adversarial Training for Free!
Copy of NeurIPS-2019-adversarial-training-for-free-Paper.pdf,Adversarial Training for Free!,False,2,90.56603773584905,daf8cd0f2c159d022477914bfacee9ff6da70c8b,Adversarial Training and Robustness for Multiple Perturbations
Copy of NeurIPS-2019-adversarial-training-for-free-Paper.pdf,Adversarial Training for Free!,False,3,70.37037037037037,f2c5c3cfe1675dd9239121f1f09069438f047aea,Adversarial Logit Pairing
Copy of NeurIPS-2019-adversarial-training-for-free-Paper.pdf,Adversarial Training for Free!,False,4,58.53658536585366,6b4ca249b3b28d3fee65f69714440c08d42cee64,Which Training Methods for GANs do actually Converge?
Copy of NeurIPS-2019-adversarial-training-for-free-Paper.pdf,Adversarial Training for Free!,False,5,56.75675675675676,a8f3dc53e321fbb2565f5925def4365b9f68d1af,Self-Attention Generative Adversarial Networks
NeurIPS-2018-isolating-sources-of-disentanglement-in-variational-autoencoders-Paper.pdf,Isolating Sources of Disentanglement in VAEs,False,1,93.97590361445783,f53936c03fb089cc159c551081124aae8a32ec1a,Isolating Sources of Disentanglement in Variational Autoencoders
NeurIPS-2018-isolating-sources-of-disentanglement-in-variational-autoencoders-Paper.pdf,Isolating Sources of Disentanglement in VAEs,False,2,50.602409638554214,99990944b8516536f4ff2e5af6d9ea1c5993c0bd,Domain Adaptation with Multiple Sources
NeurIPS-2018-isolating-sources-of-disentanglement-in-variational-autoencoders-Paper.pdf,Isolating Sources of Disentanglement in VAEs,False,3,50.0,04541599accc47d8174f63345ce9c987ef21685b,Disentangling by Factorising
NeurIPS-2018-isolating-sources-of-disentanglement-in-variational-autoencoders-Paper.pdf,Isolating Sources of Disentanglement in VAEs,False,4,48.07692307692308,03e7e8663c69e691be6b6403b1eb1bbf593d31f2,Gradient Descent Finds Global Minima of Deep Neural Networks
NeurIPS-2018-isolating-sources-of-disentanglement-in-variational-autoencoders-Paper.pdf,Isolating Sources of Disentanglement in VAEs,False,5,47.78761061946903,ed7c7c079c8c54d3b82e016cc52a7a2c3a61f237,Efficient projections onto the l1-ball for learning in high dimensions
pham18a.pdf,Efﬁcient Neural Architecture Search via Parameter Sharing,False,1,98.24561403508773,fe9b8aac9fa3bfd9724db5a881a578e471e612d7,Efficient Neural Architecture Search via Parameter Sharing
pham18a.pdf,Efﬁcient Neural Architecture Search via Parameter Sharing,False,2,63.41463414634146,6e4fd9b4b2b673c981cda528d8039a221ad35225,NAS-Bench-101: Towards Reproducible Neural Architecture Search
pham18a.pdf,Efﬁcient Neural Architecture Search via Parameter Sharing,False,3,53.691275167785236,ccb1bafdae68c635cbd30d49fda7dbf88a3ce1b6,Learning Overparameterized Neural Networks via Stochastic Gradient Descent on Structured Data
pham18a.pdf,Efﬁcient Neural Architecture Search via Parameter Sharing,False,4,51.94805194805195,57458bc1cffe5caa45a885af986d70f723f406b4,A unified architecture for natural language processing:deep neural networks with multitask learning
pham18a.pdf,Efﬁcient Neural Architecture Search via Parameter Sharing,False,5,50.450450450450454,4e07791ee0872401215f12aefde342bd843240cc,Nonparametric Latent Feature Models for Link Prediction
NeurIPS-2019-xlnet-generalized-autoregressive-pretraining-for-language-understanding-Paper.pdf,XLNet: Generalized Autoregressive Pretraining for Language Understanding,False,1,100.0,e0c6abdbdecf04ffac65c440da77fb9d66bb474c,XLNet: Generalized Autoregressive Pretraining for Language Understanding
NeurIPS-2019-xlnet-generalized-autoregressive-pretraining-for-language-understanding-Paper.pdf,XLNet: Generalized Autoregressive Pretraining for Language Understanding,False,2,72.6027397260274,1c71771c701aadfd72c5866170a9f5d71464bb88,Unified Language Model Pre-training for Natural Language Understanding and Generation
NeurIPS-2019-xlnet-generalized-autoregressive-pretraining-for-language-understanding-Paper.pdf,XLNet: Generalized Autoregressive Pretraining for Language Understanding,False,3,67.79661016949152,ec4eba83f6b3266d9ae7cabb2b2cb1518f727edc,Cross-lingual Language Model Pretraining
NeurIPS-2019-xlnet-generalized-autoregressive-pretraining-for-language-understanding-Paper.pdf,XLNet: Generalized Autoregressive Pretraining for Language Understanding,False,4,63.57615894039735,d9f6ada77448664b71128bb19df15765336974a6,SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems
NeurIPS-2019-xlnet-generalized-autoregressive-pretraining-for-language-understanding-Paper.pdf,XLNet: Generalized Autoregressive Pretraining for Language Understanding,False,5,61.53846153846154,145b8b5d99a2beba6029418ca043585b90138d12,MASS: Masked Sequence to Sequence Pre-training for Language Generation
NIPS-2010-guaranteed-rank-minimization-via-singular-value-projection-Paper.pdf,Guaranteed Rank Minimization via Singular Value Projection,False,1,100.0,ebd660b8df9d7f9cd044c63778c15c39cdd072ed,Guaranteed Rank Minimization via Singular Value Projection
NIPS-2010-guaranteed-rank-minimization-via-singular-value-projection-Paper.pdf,Guaranteed Rank Minimization via Singular Value Projection,False,2,53.44827586206897,1e826f01d02a8d514b8a687932d228781243496e,An accelerated gradient method for trace norm minimization
NIPS-2010-guaranteed-rank-minimization-via-singular-value-projection-Paper.pdf,Guaranteed Rank Minimization via Singular Value Projection,False,3,52.94117647058823,cf40878c2de992b6be053f79d3e97d20307dba26,Multi-Label Prediction via Compressed Sensing
NIPS-2010-guaranteed-rank-minimization-via-singular-value-projection-Paper.pdf,Guaranteed Rank Minimization via Singular Value Projection,False,4,46.26865671641791,ae6e206c8c2994e04c3fdc5bd97d81fdd0f27493,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization"
NIPS-2010-guaranteed-rank-minimization-via-singular-value-projection-Paper.pdf,Guaranteed Rank Minimization via Singular Value Projection,False,5,46.017699115044245,1029daa28aa772e441470e61bdd610c222e92932,On Exact Computation with an Infinitely Wide Neural Net
Copy of 1803.06373v1.pdf,arXiv:1803.06373v1 [cs.LG] 16 Mar 2018,False,1,31.034482758620683,f2c5c3cfe1675dd9239121f1f09069438f047aea,Adversarial Logit Pairing
Copy of 1803.06373v1.pdf,arXiv:1803.06373v1 [cs.LG] 16 Mar 2018,False,2,30.985915492957744,3137bc367c61c0e507a5e3c1f8caeb26f292d79f,Measuring Invariances in Deep Networks
Copy of 1803.06373v1.pdf,arXiv:1803.06373v1 [cs.LG] 16 Mar 2018,False,3,29.268292682926827,3263ff3c16220322a3989d4f8bde16a53d9b8d45,Online Metric Learning and Fast Similarity Search
Copy of 1803.06373v1.pdf,arXiv:1803.06373v1 [cs.LG] 16 Mar 2018,False,4,27.84810126582279,5ae20e0bdfddc1888148e0fcde88d937e96318d2,Learning structural SVMs with latent variables
Copy of 1803.06373v1.pdf,arXiv:1803.06373v1 [cs.LG] 16 Mar 2018,False,5,26.92307692307692,8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning
Adversarial Logit Pairing.pdf,arXiv:1803.06373v1 [cs.LG] 16 Mar 2018,False,1,31.034482758620683,f2c5c3cfe1675dd9239121f1f09069438f047aea,Adversarial Logit Pairing
Adversarial Logit Pairing.pdf,arXiv:1803.06373v1 [cs.LG] 16 Mar 2018,False,2,30.985915492957744,3137bc367c61c0e507a5e3c1f8caeb26f292d79f,Measuring Invariances in Deep Networks
Adversarial Logit Pairing.pdf,arXiv:1803.06373v1 [cs.LG] 16 Mar 2018,False,3,29.268292682926827,3263ff3c16220322a3989d4f8bde16a53d9b8d45,Online Metric Learning and Fast Similarity Search
Adversarial Logit Pairing.pdf,arXiv:1803.06373v1 [cs.LG] 16 Mar 2018,False,4,27.84810126582279,5ae20e0bdfddc1888148e0fcde88d937e96318d2,Learning structural SVMs with latent variables
Adversarial Logit Pairing.pdf,arXiv:1803.06373v1 [cs.LG] 16 Mar 2018,False,5,26.92307692307692,8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning
Copy of Nonparametric Latent Feature Models.pdf,Nonparametric Latent Feature Models for Link Prediction,False,1,100.0,4e07791ee0872401215f12aefde342bd843240cc,Nonparametric Latent Feature Models for Link Prediction
Copy of Nonparametric Latent Feature Models.pdf,Nonparametric Latent Feature Models for Link Prediction,False,2,57.77777777777778,2f041bde7e1968427b09ce428116b21152c7e715,Evaluation methods for topic models
Copy of Nonparametric Latent Feature Models.pdf,Nonparametric Latent Feature Models for Link Prediction,False,3,51.908396946564885,ae6e206c8c2994e04c3fdc5bd97d81fdd0f27493,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization"
Copy of Nonparametric Latent Feature Models.pdf,Nonparametric Latent Feature Models for Link Prediction,False,4,50.57471264367816,cc97aae9c1bc35e01a737aa4bf5fa4677505ec44,Deflation Methods for Sparse PCA
Copy of Nonparametric Latent Feature Models.pdf,Nonparametric Latent Feature Models for Link Prediction,False,5,50.43478260869565,a9ba0f45b97b3c5c261efb52d5e33490b60cbe10,Translated Learning: Transfer Learning across Different Feature Spaces
NIPS-2009-rethinking-lda-why-priors-matter-Paper (1).pdf,Rethinking LDA: Why Priors Matter,False,1,100.0,e5554c9d5fa92af69992d72ed1fdfbe953b03fb4,Rethinking LDA: Why Priors Matter
NIPS-2009-rethinking-lda-why-priors-matter-Paper (1).pdf,Rethinking LDA: Why Priors Matter,False,2,52.459016393442624,c92be891c5f8f0f60b6de206364f9a744612d1e8,Adversarial Training for Free!
NIPS-2009-rethinking-lda-why-priors-matter-Paper (1).pdf,Rethinking LDA: Why Priors Matter,False,3,47.61904761904762,4f2eda8077dc7a69bb2b4e0a1a086cf054adb3f9,EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks
NIPS-2009-rethinking-lda-why-priors-matter-Paper (1).pdf,Rethinking LDA: Why Priors Matter,False,4,47.61904761904762,6b4ca249b3b28d3fee65f69714440c08d42cee64,Which Training Methods for GANs do actually Converge?
NIPS-2009-rethinking-lda-why-priors-matter-Paper (1).pdf,Rethinking LDA: Why Priors Matter,False,5,45.070422535211264,ec4eba83f6b3266d9ae7cabb2b2cb1518f727edc,Cross-lingual Language Model Pretraining
1390156.1390191.pdf,Efﬁcient Projections onto the -Ball for Learning in High Dimensions ℓ,False,1,89.55223880597015,ed7c7c079c8c54d3b82e016cc52a7a2c3a61f237,Efficient projections onto the l1-ball for learning in high dimensions
1390156.1390191.pdf,Efﬁcient Projections onto the -Ball for Learning in High Dimensions ℓ,False,2,59.25925925925926,8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning
1390156.1390191.pdf,Efﬁcient Projections onto the -Ball for Learning in High Dimensions ℓ,False,3,54.54545454545455,77e379fd57ea44638fc628623e383eccada82689,Kernel Methods for Deep Learning
1390156.1390191.pdf,Efﬁcient Projections onto the -Ball for Learning in High Dimensions ℓ,False,4,53.333333333333336,d18b48f77eb5c517a6d2c1fa434d2952a1b0a825,Hierarchical Graph Representation Learning with Differentiable Pooling
1390156.1390191.pdf,Efﬁcient Projections onto the -Ball for Learning in High Dimensions ℓ,False,5,53.211009174311926,cf80cc34528273d8fbe17783efe802a6509e1562,Online dictionary learning for sparse coding
Multi-View Clustering via Canonical Correlation Analysis.pdf,Multi-View Clustering via Canonical Correlation Analysis,False,1,100.0,0728914a1dba0417bf2847548aa15711f3f8d4e8,Multi-view clustering via canonical correlation analysis
Multi-View Clustering via Canonical Correlation Analysis.pdf,Multi-View Clustering via Canonical Correlation Analysis,False,2,50.847457627118644,42ec3db12a2e4628885451b13035c2e975220a25,A Convergence Theory for Deep Learning via Over-Parameterization
Multi-View Clustering via Canonical Correlation Analysis.pdf,Multi-View Clustering via Canonical Correlation Analysis,False,3,50.0,9491bcc1e54b52bea617283f7f716cf009068bce,Clustered Multi-Task Learning: A Convex Formulation
Multi-View Clustering via Canonical Correlation Analysis.pdf,Multi-View Clustering via Canonical Correlation Analysis,False,4,48.4375,64441c8396211b5e799b9ad5138dade15ff5cd0a,Grassmann discriminant analysis: a unifying view on subspace-based learning
Multi-View Clustering via Canonical Correlation Analysis.pdf,Multi-View Clustering via Canonical Correlation Analysis,False,5,46.774193548387096,ed7c7c079c8c54d3b82e016cc52a7a2c3a61f237,Efficient projections onto the l1-ball for learning in high dimensions
Copy of ilyas18a.pdf,Black-box Adversarial Attacks with Limited Queries and Information,False,1,100.0,b3f83e8416010e9c3a705a0b6390d268e5ddf5c0,Black-box Adversarial Attacks with Limited Queries and Information
Copy of ilyas18a.pdf,Black-box Adversarial Attacks with Limited Queries and Information,False,2,61.111111111111114,f2c5c3cfe1675dd9239121f1f09069438f047aea,Adversarial Logit Pairing
Copy of ilyas18a.pdf,Black-box Adversarial Attacks with Limited Queries and Information,False,3,58.8235294117647,804fb9542f4f56e264dd2df57c255a9a2011c00f,Adversarially Robust Generalization Requires More Data
Copy of ilyas18a.pdf,Black-box Adversarial Attacks with Limited Queries and Information,False,4,55.0,c92be891c5f8f0f60b6de206364f9a744612d1e8,Adversarial Training for Free!
Copy of ilyas18a.pdf,Black-box Adversarial Attacks with Limited Queries and Information,False,5,50.39370078740158,daf8cd0f2c159d022477914bfacee9ff6da70c8b,Adversarial Training and Robustness for Multiple Perturbations
1553374.1553486.pdf,Large-scale Deep Unsupervised Learning using Graphics Processors,False,1,100.0,e337c5e4c23999c36f64bcb33ebe6b284e1bcbf1,Large-scale deep unsupervised learning using graphics processors
1553374.1553486.pdf,Large-scale Deep Unsupervised Learning using Graphics Processors,False,2,59.25925925925926,8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning
1553374.1553486.pdf,Large-scale Deep Unsupervised Learning using Graphics Processors,False,3,58.42696629213483,1e80f755bcbf10479afd2338cec05211fdbd325c,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations
1553374.1553486.pdf,Large-scale Deep Unsupervised Learning using Graphics Processors,False,4,57.77777777777778,77e379fd57ea44638fc628623e383eccada82689,Kernel Methods for Deep Learning
1553374.1553486.pdf,Large-scale Deep Unsupervised Learning using Graphics Processors,False,5,53.03030303030303,2eacb358ba2c06a8706a58ed60c3a6a06d38fec0,Local Gaussian Process Regression for Real Time Online Model Learning
NIPS-2008-exploring-large-feature-spaces-with-hierarchical-multiple-kernel-learning-Paper.pdf,Exploring Large Feature Spaces with Hierarchical Multiple Kernel Learning,False,1,100.0,cd10a147c94ecba92c8a400aa0fd04f912b4900c,Exploring Large Feature Spaces with Hierarchical Multiple Kernel Learning
NIPS-2008-exploring-large-feature-spaces-with-hierarchical-multiple-kernel-learning-Paper.pdf,Exploring Large Feature Spaces with Hierarchical Multiple Kernel Learning,False,2,66.66666666666666,00bbfde6af97ce5efcf86b3401d265d42a95603d,Feature hashing for large scale multitask learning
NIPS-2008-exploring-large-feature-spaces-with-hierarchical-multiple-kernel-learning-Paper.pdf,Exploring Large Feature Spaces with Hierarchical Multiple Kernel Learning,False,3,63.829787234042556,77e379fd57ea44638fc628623e383eccada82689,Kernel Methods for Deep Learning
NIPS-2008-exploring-large-feature-spaces-with-hierarchical-multiple-kernel-learning-Paper.pdf,Exploring Large Feature Spaces with Hierarchical Multiple Kernel Learning,False,4,60.13986013986014,d18b48f77eb5c517a6d2c1fa434d2952a1b0a825,Hierarchical Graph Representation Learning with Differentiable Pooling
NIPS-2008-exploring-large-feature-spaces-with-hierarchical-multiple-kernel-learning-Paper.pdf,Exploring Large Feature Spaces with Hierarchical Multiple Kernel Learning,False,5,60.0,39b7007e6f3dd0744833f292f07ed77973503bfd,Data-Efficient Hierarchical Reinforcement Learning
NIPS-2009-multi-label-prediction-via-compressed-sensing-Paper.pdf,Multi-Label Prediction via Compressed Sensing,False,1,100.0,cf40878c2de992b6be053f79d3e97d20307dba26,Multi-Label Prediction via Compressed Sensing
NIPS-2009-multi-label-prediction-via-compressed-sensing-Paper.pdf,Multi-Label Prediction via Compressed Sensing,False,2,52.94117647058823,ebd660b8df9d7f9cd044c63778c15c39cdd072ed,Guaranteed Rank Minimization via Singular Value Projection
NIPS-2009-multi-label-prediction-via-compressed-sensing-Paper.pdf,Multi-Label Prediction via Compressed Sensing,False,3,48.19277108433735,ec4eba83f6b3266d9ae7cabb2b2cb1518f727edc,Cross-lingual Language Model Pretraining
NIPS-2009-multi-label-prediction-via-compressed-sensing-Paper.pdf,Multi-Label Prediction via Compressed Sensing,False,4,47.72727272727273,cf80cc34528273d8fbe17783efe802a6509e1562,Online dictionary learning for sparse coding
NIPS-2009-multi-label-prediction-via-compressed-sensing-Paper.pdf,Multi-Label Prediction via Compressed Sensing,False,5,47.31182795698925,9491bcc1e54b52bea617283f7f716cf009068bce,Clustered Multi-Task Learning: A Convex Formulation
NeurIPS-2019-adversarial-training-and-robustness-for-multiple-perturbations-Paper.pdf,Adversarial Training and Robustness for Multiple Perturbations,False,1,100.0,daf8cd0f2c159d022477914bfacee9ff6da70c8b,Adversarial Training and Robustness for Multiple Perturbations
NeurIPS-2019-adversarial-training-and-robustness-for-multiple-perturbations-Paper.pdf,Adversarial Training and Robustness for Multiple Perturbations,False,2,90.56603773584905,c92be891c5f8f0f60b6de206364f9a744612d1e8,Adversarial Training for Free!
NeurIPS-2019-adversarial-training-and-robustness-for-multiple-perturbations-Paper.pdf,Adversarial Training and Robustness for Multiple Perturbations,False,3,64.70588235294117,b3f1aa12dde233aaf543bb9ccb27213c494e0fd5,Unlabeled Data Improves Adversarial Robustness
NeurIPS-2019-adversarial-training-and-robustness-for-multiple-perturbations-Paper.pdf,Adversarial Training and Robustness for Multiple Perturbations,False,4,61.111111111111114,f2c5c3cfe1675dd9239121f1f09069438f047aea,Adversarial Logit Pairing
NeurIPS-2019-adversarial-training-and-robustness-for-multiple-perturbations-Paper.pdf,Adversarial Training and Robustness for Multiple Perturbations,False,5,60.50420168067227,f7f73185e3975bb62a3c42b2ba6bd4db57fee8ed,Certified Adversarial Robustness via Randomized Smoothing
NeurIPS-2019-mixmatch-a-holistic-approach-to-semi-supervised-learning-Paper.pdf,MixMatch: A Holistic Approach to Semi-Supervised Learning,False,1,100.0,c42816f497d663c681df20d48a6e66a5632600d8,MixMatch: A Holistic Approach to Semi-Supervised Learning
NeurIPS-2019-mixmatch-a-holistic-approach-to-semi-supervised-learning-Paper.pdf,MixMatch: A Holistic Approach to Semi-Supervised Learning,False,2,61.81818181818182,4c746fb88a4b141ec3bca06504e800bf392ce170,Listwise approach to learning to rank: theory and algorithm
NeurIPS-2019-mixmatch-a-holistic-approach-to-semi-supervised-learning-Paper.pdf,MixMatch: A Holistic Approach to Semi-Supervised Learning,False,3,59.25925925925926,8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning
NeurIPS-2019-mixmatch-a-holistic-approach-to-semi-supervised-learning-Paper.pdf,MixMatch: A Holistic Approach to Semi-Supervised Learning,False,4,55.76923076923077,3263ff3c16220322a3989d4f8bde16a53d9b8d45,Online Metric Learning and Fast Similarity Search
NeurIPS-2019-mixmatch-a-holistic-approach-to-semi-supervised-learning-Paper.pdf,MixMatch: A Holistic Approach to Semi-Supervised Learning,False,5,52.54237288135593,e337c5e4c23999c36f64bcb33ebe6b284e1bcbf1,Large-scale deep unsupervised learning using graphics processors
NIPS-2008-on-the-complexity-of-linear-prediction-risk-bounds-margin-bounds-and-regularization-Paper.pdf,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization",False,1,100.0,ae6e206c8c2994e04c3fdc5bd97d81fdd0f27493,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization"
NIPS-2008-on-the-complexity-of-linear-prediction-risk-bounds-margin-bounds-and-regularization-Paper.pdf,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization",False,2,51.908396946564885,4e07791ee0872401215f12aefde342bd843240cc,Nonparametric Latent Feature Models for Link Prediction
NIPS-2008-on-the-complexity-of-linear-prediction-risk-bounds-margin-bounds-and-regularization-Paper.pdf,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization",False,3,50.617283950617285,4b5744dd44a0026c6f386d5cb21b795499d5efb7,Generalization Bounds of Stochastic Gradient Descent for Wide and Deep Neural Networks
NIPS-2008-on-the-complexity-of-linear-prediction-risk-bounds-margin-bounds-and-regularization-Paper.pdf,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization",False,4,50.561797752808985,14558cb69319eed0d5bfc5648aafcd09d882f443,Fine-Grained Analysis of Optimization and Generalization for Overparameterized Two-Layer Neural Networks
NIPS-2008-on-the-complexity-of-linear-prediction-risk-bounds-margin-bounds-and-regularization-Paper.pdf,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization",False,5,50.34013605442177,a9022d8ffb5e417458fba9a280f90c1b08cb6c73,Stronger generalization bounds for deep nets via a compression approach
1553374.1553429.pdf,Learning with Structured Sparsity,False,1,100.0,ceb3eff13951d80813103172355820bc9493f172,Learning with structured sparsity
